news_organization_name,ranking_date,ranking,article_title,reporter_name,article_section,monthly_article_count
서울신문,20240803,5,출산 중인 아내 지키느라 30분 자고 올림픽 나간 ‘사랑꾼’ 선수 화제,하승연 기자,세계,184
서울신문,20240803,6,“아기들 없어졌다” 홍천강 신고…구조된 4살 아이 중태,김유민 기자,사회,0
서울신문,20240803,7,구독자 모으려 택시기사 때린 ‘폭행 문신남’… 성관계 영상도 올리더니 결국,이정수 기자,사회,168
서울신문,20240803,8,"금메달 따자 “결혼해줄래?”…한국 꺾은 中선수, 올림픽서 공개 청혼 받았다",김민지 기자,세계,93
서울신문,20240803,9,구호물자 준다 했더니…김정은 “적은 변할 수 없는 적”,류재민 기자,정치,121
서울신문,20240803,10,“소문난 크림빵서 곰팡이가”…업체 측 “치료비+3만원” 대응에 뿔난 고객,이보희 기자,사회,172
서울신문,20240804,1,“나 완전히 새됐어” 청년들 ‘기이한 포즈’에 난리 난 中…이유는,류재민 기자,세계,121
서울신문,20240804,2,"한국 꺾고 첫 금메달, 우크라 ‘눈물’…“러시아가 죽인 선수들에게” (영상)",권윤희 기자,세계,189
서울신문,20240804,3,“딸 학교 女교사와 불륜 저질렀다”…과거 외도 인정한 해리스 남편,권윤희 기자,세계,189
서울신문,20240804,4,전 여친 2000만원 안 갚자 100원씩 입금하며 “내 돈 내놔”,문경근 기자,사회,136
서울신문,20240804,5,"“온다는 말 없었는데”…KTX타고 국밥 먹방男 정체, 깜짝",류재민 기자,생활,121
서울신문,20240804,6,"“이럴 거면 삼성으로 바꾼다”…뿔난 태국 네티즌에 애플, 결국",조희선 기자,세계,187
서울신문,20240804,7,“일본 가려고 바꿔뒀는데”…엔화 팔까? 한 달 만에 가격 ‘껑충’,류재민 기자,세계,121
서울신문,20240804,8,“감동적인 포옹” 성숙한 ‘삐약이’에 日·中 반했다,김소라 기자,세계,156
서울신문,20240804,9,자국 선수에 ‘손가락 욕설’까지…‘악성 팬덤’ 몸살 앓는 中 탁구,김소라 기자,세계,156
서울신문,20240804,10,12발중 11발이 ‘텐’…中 선수 ‘허탈한 웃음’,김소라 기자,세계,156
서울신문,20240805,1,수영 후 10번 ‘우웩’…센강 똥물 논란 “병나서 경기 포기” 속출,김유민 기자,세계,0
서울신문,20240805,2,“11살 저녁밥 이게 맞나요?”…아들에 ‘저속노화’ 식단 준 의사 [이슈픽],이보희 기자,사회,172
서울신문,20240805,3,“못생길수록 수명 짧다… 여성은 더욱” 졸업사진 토대로 65년 추적했더니,이정수 기자,세계,168
서울신문,20240805,4,젤렌스키 “이것이 우크라가 받은 F-16 전투기”…과연 게임체인저 될까? [핫이슈],박종익 기자,세계,64
서울신문,20240805,5,"“손흥민, 강남 클럽서 수천만원 결제?”…소속사 “명백한 허위, 선처 없다”",김민지 기자,사회,93
서울신문,20240805,6,"“4.9㎜ 역대급 결승”…美 양궁아재, 알고 보니 한국 킬러였다",김민지 기자,세계,93
서울신문,20240805,7,"金 안세영, ‘은퇴 암시’ 폭탄 발언…“대표팀에 실망”",이보희 기자,세계,172
서울신문,20240805,8,‘가장 섹시한 수영선수’ 숙소 놔두고 공원에서 ‘쿨쿨’…무슨 일,하승연 기자,세계,184
서울신문,20240805,9,임시현에 “턱 흉터 시술할 생각 없냐”…SBS 인터뷰 ‘성차별’ 논란,하승연 기자,사회,184
서울신문,20240805,10,“반려견 없어진 날 이웃 가마솥서 연기”…‘고라니’라더니 DNA 일치,신진호 기자,사회,75
서울신문,20240806,1,‘노출 의상’ 女수영선수 돌발행동 일삼더니… 파리 선수촌서 결국 퇴출,이정수 기자,세계,168
서울신문,20240806,2,"김학균 배드민턴 감독 “안세영, 협회와 법정 싸움 하겠다는 것”",문경근 기자,세계,136
서울신문,20240806,3,“한국행 주변서 부러워해… 돈 많이 벌어서 돌아갈 것”,서유미 기자,사회,129
서울신문,20240806,4,‘뉴진스 민지’ 닮은 식당 女사장 행방 묘연… 한국서 연예인 데뷔하나,이정수 기자,세계,168
서울신문,20240806,5,“11살 저녁밥 이게 맞나요?”…아들에 ‘저속노화’ 식단 준 의사 [이슈픽],이보희 기자,사회,172
서울신문,20240806,6,"“배달 왜 안 와요”…피자 시켰는데 경찰관 도착, 무슨 일",조희선 기자,사회,187
서울신문,20240806,7,"“배드민턴 선수 6명 이코노미, 임원 8명 비즈니스” 과거 협회 재조명",하승연 기자,사회,184
서울신문,20240806,8,"[포착] “이것이 스톰 섀도!”…우크라, 미사일 발사 영상 첫 공개",박종익 기자,세계,64
서울신문,20240806,9,“잠자는 경기장의 공주” 낮잠 자고 일어나 금메달 딴 女선수 화제,하승연 기자,세계,184
서울신문,20240806,10,“현금만 1200억”…오은영 만난 ‘슈퍼리치’ 사기 혐의로 기소,김유민 기자,세계,0
서울신문,20240807,1,선수용 비키니 입고… 성인화보 찍은 日 비치발리볼 대표,김유민 기자,세계,0
서울신문,20240807,2,“섹시하다고 뛰냐” 욕먹은 육상여신…독일 대표팀 갈등 심각,김유민 기자,세계,0
서울신문,20240807,3,"BTS 슈가, 전동스쿠터 음주운전 입건 “면허취소 수준”",이정수 기자,사회,168
서울신문,20240807,4,“한국행 주변서 부러워해… 돈 많이 벌어서 돌아갈 것”,서유미 기자,사회,129
서울신문,20240807,5,"방수현 “안세영, 혼자서 金 딴 건 아냐…기자회견 발언 안타까워”",조희선 기자,세계,187
서울신문,20240807,6,기자회견 불참 ‘선수 의지?’…안세영 “기다리고 아무 말 말라더라”,김민지 기자,세계,93
서울신문,20240807,7,말 아낀 안세영 “협회와 싸우려는 것 아냐…자세한 건 나중에”,김소라 기자,사회,156
서울신문,20240807,8,"안세영이 던진 폭탄…배드민턴협회, 구구절절 해명 [전문]",이보희 기자,세계,172
서울신문,20240807,9,배드민턴협회장 “안세영과 갈등 없었다…기자회견 안 나온 건 나도 의아해”,조희선 기자,세계,187
서울신문,20240807,10,‘스승찾기’로 찾은 선생님 찌른 20대 “은혜를 원수로 갚았다”,김유민 기자,사회,0
서울신문,20240808,1,“스승님!” 金 확정에 한국인 감독에 달려가 큰절 올린 태국 선수,하승연 기자,세계,184
서울신문,20240808,2,“벗방 여캠 팬티 사진 ‘좋아요’ 누른 김제덕” 쏟아진 악플… 걸그룹 멤버 ‘바프’인데,이정수 기자,사회,168
서울신문,20240808,3,"방시혁, 20대 女BJ와 美서 포착…하이브 “지인 관광 안내”",권윤희 기자,생활,189
서울신문,20240808,4,선수용 비키니 입고… 성인화보 찍은 日 비치발리볼 대표,김유민 기자,세계,0
서울신문,20240808,5,[단독]코로나 대유행 목전인데 치료제 품귀…고위험 환자 ‘발동동’,이현정 기자,사회,35
서울신문,20240808,6,"“김호중 선처해달라” 뺑소니 피해 택시기사, 탄원서 제출",이보희 기자,사회,172
서울신문,20240808,7,한지민 ‘10살 연하’ 최정훈과 사랑에 빠진 그날의 투샷 화제,김유민 기자,생활,0
서울신문,20240808,8,“냄새 심하게 난다” 이웃 신고…혼자 살던 30대女 부패된 시신 발견,이보희 기자,사회,172
서울신문,20240808,9,‘사격 선수’로 변신한 이재명…진종오 “명사수는 명사수”,김유민 기자,정치,0
서울신문,20240808,10,서울 그린벨트 푼다… MB 정부 이후 12년만,이정수 기자,경제,168
서울신문,20240809,1,"‘로또 1등’ 비극…당첨금도 나눠준 형, 동생을 찔렀다 [사건파일]",김유민 기자,사회,0
서울신문,20240809,2,“스승님!” 金 확정에 한국인 감독에 달려가 큰절 올린 태국 선수,하승연 기자,세계,184
서울신문,20240809,3,녹슨 듯 벗겨져 잿빛으로…“올림픽 메달 이거 맞아?”,김소라 기자,세계,156
서울신문,20240809,4,"사격 銀 김예지, 기자회견 중 쓰러졌다 회복…“긴장·피로 때문인 듯”",조희선 기자,사회,187
서울신문,20240809,5,벤츠 “인천 전기차 화재 피해 주민에 45억 지원”,김유민 기자,경제,0
서울신문,20240809,6,‘가수 꿈’ 20대 한인여성…911 전화했다가 경찰에 총 맞았다,김유민 기자,세계,0
서울신문,20240809,7,"이기흥 대한체육회장 “안세영, 하고 싶은 말 많지만 부적절”",김소라 기자,사회,156
서울신문,20240809,8,"“친구야, 고생 많았다”…정용진 회장, 윤희근 경찰청장 퇴임식 깜짝 등장",문경근 기자,사회,136
서울신문,20240809,9,구로역 선로 점검 중 사고…작업자 2명 사망,김유민 기자,사회,0
서울신문,20240809,10,"[단독] 올여름 코로나 재유행 조짐, 치료제 ‘품귀’… 예산도 부족",이현정 기자,사회,35
서울신문,20240810,1,"‘음쓰’ 버렸을 뿐인데…“한국인들 봐라, 전 세계에 교훈” 무슨 일",윤예림 기자,세계,0
서울신문,20240810,2,"‘가장 잘생긴’ 소림사 무승, 21세 나이에 안타깝게 사망[여기는 중국]",이민정 중국 통신원 ymj0242@naver.com,세계,0
서울신문,20240810,3,“빙글빙글 돌다 급하강”…브라질서 여객기 추락 ‘탑승자 전원 사망’,이보희 기자,세계,172
서울신문,20240810,4,"“뒷일 생각 안 했다”…오혜리 태권도 코치, 서건우 구하고 ‘경고’ 받아",이보희 기자,세계,172
서울신문,20240810,5,경기 도중 상의 벗더니…‘실격’ 女선수에 박수 쏟아진 이유,윤예림 기자,세계,0
서울신문,20240810,6,“생수·휴지 싹 다 동났다”…대지진 공포에 난리 난 일본 상황,김유민 기자,세계,0
서울신문,20240810,7,방수현 “안세영만 힘든 것 아냐…협회의 특별케어 밝혀질 것”,윤예림 기자,사회,0
서울신문,20240810,8,이혼 중인 아내 교통사고로 사망하자…남편 “딸 상속분도 내가”,하승연 기자,사회,184
서울신문,20240810,9,“7등이 아니라 1등?”…점주 덕분에 22억 당첨 알게 된 사연,하승연 기자,사회,184
서울신문,20240810,10,집무실서 ‘26살 연하’ 여배우와 부적절한 밀회 가진 대통령,하승연 기자,세계,184
서울신문,20240811,1,"‘가장 잘생긴’ 소림사 무승, 21세 나이에 안타깝게 사망[여기는 중국]",이민정 중국 통신원 ymj0242@naver.com,세계,0
서울신문,20240811,2,“제니처럼 예뻐질래요” 3일간 미용시술 15번 받으러 미국서 온 여성,이정수 기자,세계,168
서울신문,20240811,3,"“춤추며 러 본토 뚫은 우크라軍”…망신살 뻗친 푸틴, 본토 빼앗긴 이유[포착](영상)",송현서 기자,세계,90
서울신문,20240811,4,"‘음쓰’ 버렸을 뿐인데…“한국인들 봐라, 전 세계에 교훈” 무슨 일",윤예림 기자,세계,0
서울신문,20240811,5,“선수들 싸우는데” 관중은 돌연 ‘이 노래’ 열창…분위기 ‘확’ 달라졌다,윤예림 기자,세계,0
서울신문,20240811,6,"내내 웃던 우상혁, 끝내 눈물 흘렸다 “메달로 보답하고 싶었는데…”",윤예림 기자,세계,0
서울신문,20240811,7,“탑승구 잘못 찾았다”…‘전원 사망’ 브라질 여객기 놓쳐 생존한 승객들,이보희 기자,세계,172
서울신문,20240811,8,"“목욕가운 입고 지하주차장 어슬렁”…10대 3명, ‘사이드미러’ 확인한 이유",이보희 기자,사회,172
서울신문,20240811,9,일본이 사상 첫 ‘대지진 주의보’ 발령한 이유는? [핫이슈],윤태희 기자,세계,53
서울신문,20240811,10,“일본 가도 괜찮을까요” 일본인도 자국여행 ‘취소’ 중이라는 日 상황,윤예림 기자,세계,0
서울신문,20240812,1,“나 사실 65살이야” 결혼 앞둔 日여친 ‘충격’ 고백…男 반응 보니,하승연 기자,세계,184
서울신문,20240812,2,"“구름 좀 봐라, 대지진 불안”…‘이상한 구름’ 발견되자 日발칵",윤예림 기자,세계,0
서울신문,20240812,3,‘경제적 보상’ 요구한 金안세영…중국 “22살인데 귀화 어때”,김유민 기자,세계,0
서울신문,20240812,4,"‘김윤아 남편’ 김형규 치과, 지하철 강남역에 이름 붙는다…11억에 낙찰",이보희 기자,경제,172
서울신문,20240812,5,"‘핵 재앙’ 벌어지나…‘시커먼 연기 활활’ 우크라 원전서 화재, 폭발 가능성은?[포착](영상)",송현서 기자,세계,90
서울신문,20240812,6,‘신상사파’ 신상현 빈소 “형님” 90도 인사…오세훈 시장 조기는 철거,권윤희 기자,사회,189
서울신문,20240812,7,"인민은 굶어죽는데…北김정은, 3억원 짜리 벤츠 신형 SUV 공개 [포착]",송현서 기자,세계,90
서울신문,20240812,8,"“팬한테도 돈 빌려” 티아라 출신 아름, ‘3700만원 사기’ 혐의로 송치",윤예림 기자,사회,0
서울신문,20240812,9,‘음지’에서 ‘양지’로 올라온 여캠 BJ들… “벗방이랑 뭐가 달라” 시끌 [넷만세],이정수 기자,사회,168
서울신문,20240812,10,[속보] ‘36주 낙태’ 영상 진짜였다…유튜버·병원장 살인 혐의 입건,신진호 기자,사회,75
서울신문,20240813,1,“결혼 약속하고 성관계 했는데” 女 날벼락…보수적이던 ‘이곳’ 결국,윤예림 기자,세계,0
서울신문,20240813,2,“아들이 파리올림픽 금메달”…직원에 6000만원 쏜 회사,김유민 기자,경제,0
서울신문,20240813,3,"인민은 굶어죽는데…北김정은, 3억원 짜리 벤츠 신형 SUV 공개 [포착]",송현서 기자,세계,90
서울신문,20240813,4,"“생방송 성기 노출 뉘우칩니다” 럭스 멤버, 19년 전 일 사과… 여론은 ‘싸늘’",이정수 기자,사회,168
서울신문,20240813,5,"‘김윤아 남편’ 김형규 치과, 지하철 강남역에 이름 붙는다…11억에 낙찰",이보희 기자,경제,172
서울신문,20240813,6,인천서 회식 후 실종된 20대 직장인…사흘 만에 숨진 채 발견,하승연 기자,사회,184
서울신문,20240813,7,“불안해 못 타”…전기차 눈물의 폭탄 세일 2000만원 넘게 ‘뚝’,류재민 기자,경제,121
서울신문,20240813,8,"“BTS 슈가, 포토라인 서기 전에 탈퇴해” 하이브 앞 ‘화환 시위’",이정수 기자,사회,168
서울신문,20240813,9,"“제 월급으로 책임지겠다”더니…사고친 LG전자 직원, 약속 지켰다",윤예림 기자,사회,0
서울신문,20240813,10,“전여친이 준 무선청소기 싸게 팝니다”…알고 보니 악성매물?,하승연 기자,사회,184
세계일보,20240713,1,음주 전 ‘이것’ 먹으면 숙취 ‘뚝’…“술에 섞어 마시면 역효과”,박윤희 기자,생활,294
세계일보,20240713,2,"못생긴 남자 빌려드려요…‘추남 대여’, 누가 이용하나 봤더니",김지호 기자,세계,179
세계일보,20240713,3,한 동네만 덮친 ‘송곳 폭우’ 사진…사실이었다!,김현주 기자,사회,0
세계일보,20240713,4,‘성인방송 강요’ 딸 잃은 아버지의 울부짖음…“법도 이 나라도 내 편 아냐”,김현주 기자,사회,0
세계일보,20240713,5,MT 갔다가 사망한 의대생·농로로 빨려 들어간 농부… 무자비한 폭우가 앗아간 삶,김기환 기자,사회,224
세계일보,20240713,6,할부지 왔는데 단잠 빠진 푸바오…이튿날 반전 모습 ‘감격’,김기환 기자,사회,224
세계일보,20240713,7,역주행 차량에 숨진 배달 알바 고교생… “가해자 10분 지난 뒤 119 신고”,오성택 기자,사회,92
세계일보,20240713,8,모친 갈비뼈 21개 부러뜨려 살해 후 TV시청...'패륜 아들' 징역 22년 →27년,김지수 온라인 뉴스 기자 jisu@segye.com,사회,0
세계일보,20240713,9,매일 손끝 저리다는 우리 엄마…50∼60대 여성 위협하는 ‘이 병’은 [건강+],정진수 기자,생활,43
세계일보,20240713,10,머리채 확 잡아 끌어내린 경찰…차량 절도범 ‘긴급 검거’ 현장 보니,김수연 기자,사회,174
세계일보,20240714,1,“국위 선양” 호소했지만 징역10년 선고 받은 ‘만취 벤츠녀’ DJ예송 [금주의 사건사고],김지호 기자,사회,179
세계일보,20240714,2,"못생긴 남자 빌려드려요…‘추남 대여’, 누가 이용하나 봤더니",김지호 기자,세계,179
세계일보,20240714,3,매일 손끝 저리다는 우리 엄마…50∼60대 여성 위협하는 ‘이 병’은 [건강+],정진수 기자,생활,43
세계일보,20240714,4,5세 남아 심정지 빠뜨린 30대 태권도 관장 구속…“증거 인멸 우려”,박윤희 기자,사회,294
세계일보,20240714,5,‘쾅’ 이번엔 아파트 단지 내 차량 전복…70대男 운전자 “급발진” 주장,김현주 기자,사회,0
세계일보,20240714,6,초음속으로 다 찢는다…미국이 꽁꽁 숨겼던 ‘미사일 킬러’ 정체는 [박수찬의 軍],박수찬 기자,정치,81
세계일보,20240714,7,"트럼프, 펜실베이니아 유세 중 총격…범인은 사망",김기환 기자,세계,224
세계일보,20240714,8,할부지 왔는데 단잠 빠진 푸바오…이튿날 반전 모습 ‘감격’,김기환 기자,사회,224
세계일보,20240714,9,귀 스친 총알 사진 공개... 트럼프 “갓 블레스 아메리카”,김기환 기자,세계,224
세계일보,20240714,10,또 김호중 수법?… 뒤집힌 벤츠서 빠져나온 40대 운전자 도주,강승우 기자,사회,75
세계일보,20240715,1,"“아이에게 물어보니 안 맞은 곳이 없다”…태권도관장 ‘구속’, 추가 폭로 나왔다",김현주 기자,사회,0
세계일보,20240715,2,교내서 여대생 추락 사망 [그해 오늘],양다훈 기자,사회,211
세계일보,20240715,3,“술 마시다 기억 끊겼고 눈 떠보니 숨져 있어…두려움에 도망쳤다”,김현주 기자,사회,0
세계일보,20240715,4,"""185cm 허웅이 160cm 女 폭행·강간""… 허웅 전 여친, 강간상해 고소",김기환 기자,사회,224
세계일보,20240715,5,"“1등이 63명, 이게 말이 되나”… 로또 추첨 또 ‘조작 의혹’",김기환 기자,경제,224
세계일보,20240715,6,"“살찐 줄 알았는데, 임신 36주에 낙태” 영상…정부, 수사 의뢰",김수연 기자,사회,174
세계일보,20240715,7,총 들고 트럼프 겨눈 美 20세… 서서히 드러나는 이력,윤준호 기자,세계,60
세계일보,20240715,8,입이 떡 벌어지는 印 ‘재벌집 막내아들’ 결혼식 하객,박성준 기자,세계,0
세계일보,20240715,9,개고기 이어 ‘삼계’ 금지 운동?… 초복 달구는 ‘닭고기 식용’ 논쟁 [뉴스+],김기환 기자,사회,224
세계일보,20240715,10,귀 스친 총알 사진 공개... 트럼프 “갓 블레스 아메리카”,김기환 기자,세계,224
세계일보,20240716,1,"""185cm 허웅이 160cm 女 폭행·강간""… 허웅 전 여친, 강간상해 고소",김기환 기자,사회,224
세계일보,20240716,2,10년간 돼지우리서 지내다 숨진 태국인…시신 유기한 농장주 [사건 속으로],김수연 기자,사회,174
세계일보,20240716,3,‘시청역 역주행 참사’ 급발진 주장했지만…“가속페달 90% 이상 밟아”,김현주 기자,사회,0
세계일보,20240716,4,"태권도장서 학대당한 5살…“뇌 기능은 정지, 얼굴 혈관은 터져있어”",김현주 기자,사회,0
세계일보,20240716,5,교내서 여대생 추락 사망 [그해 오늘],양다훈 기자,사회,211
세계일보,20240716,6,9억→15억 “아파트값 계속 뛰네”… ‘똘똘한 한 채’ 오늘이 제일 싸다? [뉴스+],김기환 기자,경제,224
세계일보,20240716,7,"공원 걷던 노부부, 무면허 여고생들 킥보드에 ‘쾅’…부인 숨져",김수연 기자,사회,174
세계일보,20240716,8,연예인 경호원이 항공권 검사?… 변우석 '황제 경호' 논란,김기환 기자,사회,224
세계일보,20240716,9,‘36주 임신 중단’ 유튜버에 칼 빼든 정부…경찰도 “무게 있게 수사”,박유빈 기자,사회,62
세계일보,20240716,10,‘트로트 4대 천왕’ 현철 별세…‘봉선화 연정’ 등 히트곡 남겨,김기환 기자,사회,224
세계일보,20240717,1,만취 포르쉐에 운전연습하던 10대女 사망…또또 ‘김호중 술타기 수법’,김수연 기자,사회,174
세계일보,20240717,2,6년 만에 또?…복날 오리 먹고 쓰러진 주민들 위세척해보니 [사건 속으로],김수연 기자,사회,174
세계일보,20240717,3,졸음운전 버스 시속 100km 돌진… 렌터카 여대생 4명 한 순간에 사망 ‘원통’ [그해 오늘],양다훈 기자,사회,211
세계일보,20240717,4,"‘장발에 곱슬머리’ 한동훈, ‘러닝셔츠’ 원희룡…전대 후보 4인의 젊은 시절",박윤희 기자,정치,294
세계일보,20240717,5,9억→15억 “아파트값 계속 뛰네”… ‘똘똘한 한 채’ 오늘이 제일 싸다? [뉴스+],김기환 기자,경제,224
세계일보,20240717,6,‘해삼 100kg’ 따 놓고 “전 스쿠버다이버~”… 수산물 도둑들 잡았다,김기환 기자,사회,224
세계일보,20240717,7,"""내가 찔렀다"" 16년 만에 잡힌 살인범의 자백…시흥 슈퍼마켓 살인 사건",박윤희 기자,사회,294
세계일보,20240717,8,“우리 부모님도 장사 접었어요”…‘사업 부진 탓’ 폐업 100만명 육박 [뉴스+],김기환 기자,경제,224
세계일보,20240717,9,"공원 걷던 노부부, 무면허 여고생들 킥보드에 ‘쾅’…부인 숨져",김수연 기자,사회,174
세계일보,20240717,10,카페 女직원 음료에 ‘체액 테러’…20대男 경찰에 자수,김현주 기자,사회,0
세계일보,20240718,1,만취 포르쉐에 운전연습하던 10대女 사망…또또 ‘김호중 술타기 수법’,김수연 기자,사회,174
세계일보,20240718,2,‘해삼 100kg’ 따 놓고 “전 스쿠버다이버~”… 수산물 도둑들 잡았다,김기환 기자,사회,224
세계일보,20240718,3,졸음운전 버스 시속 100km 돌진… 렌터카 여대생 4명 한 순간에 사망 ‘원통’ [그해 오늘],양다훈 기자,사회,211
세계일보,20240718,4,"20살 女동생, 전 남친에 찔려 숨졌는데…가해자측 “정신질환으로 심신미약” 주장 논란",김현주 기자,사회,0
세계일보,20240718,5,"유오성 둘째 형, 과기부 장관 후보 지명…셋째 형은 국회의원",박윤희 기자,정치,294
세계일보,20240718,6,"女학생에게 흉기 휘두른 뒤 투신, 수사 미궁 속으로…1년 전에도 유사 사건?",김현주 기자,사회,0
세계일보,20240718,7,"참을 수 없는 배 아픔… ""아빠 우리도 로또 사요"" [수민이가 응원해요]",김기환 기자,경제,224
세계일보,20240718,8,"“국정원 정보실패, 文정권서 아마추어 채워서”… 대통령실, 감찰·문책 검토 중",조병욱 기자,정치,103
세계일보,20240718,9,"""딸 별일 없길 바란다면"" 협박한 학부모, 이번엔 교사 ‘아동학대’로 고소",고예은 온라인 뉴스 기자 jolichiot@segye.com,사회,0
세계일보,20240718,10,‘물폭탄’ 수도권…150㎜ 더 온다 [날씨],김경호 기자,생활,247
세계일보,20240719,1,“8만원 가방 384만원에 팔다니”…디올·아르마니 ‘노동 착취’ 조사 착수,박윤희 기자,세계,294
세계일보,20240719,2,‘역사상 가장 높은 IQ’ 타이틀 한국인이 쥐었다… ‘IQ 276’ 김영훈은 누구?,김기환 기자,사회,224
세계일보,20240719,3,"유오성 둘째 형, 과기부 장관 후보 지명…셋째 형은 국회의원",박윤희 기자,정치,294
세계일보,20240719,4,"폭우로 출입 통제된 지하차도에 들어간 80대, 가까스로 구조",양다훈 기자,사회,211
세계일보,20240719,5,5살 아이의 “살려달라”는 애원에도…20분 이상 방치한 태권도 관장,김현주 기자,사회,0
세계일보,20240719,6,“일단 튀어!” 또또 ‘김호중 수법’ 뒤집힌 벤츠 두고 도망친 40대 5일 뒤 나타나…“음주 안했다”,김경호 기자,사회,247
세계일보,20240719,7,"쯔양 “탈세, 조건만남, 2차 등은 사실이 아니다”…2차 피해 호소",김현주 기자,사회,0
세계일보,20240719,8,“갑작스러운 폭우 걱정했는데…여고생 ‘천사’들이 다녀갔어요”,김현주 기자,사회,0
세계일보,20240719,9,‘복날 살충제 사건’ 경로당에 있던 용기서 검출… 수사 새 국면,이영균 기자,사회,226
세계일보,20240719,10,폭포수처럼 쏟아진 물폭탄… 2명 실종·1856명 대피,박지원 기자,사회,95
세계일보,20240720,1,"5살 중태 빠트린 태권도 관장 눈물…""내가 너무 예뻐하는 아이""",송동근 기자,사회,47
세계일보,20240720,2,"“다신 안 오고 싶어요”…‘전복·소라 5만원 바가지’ 노점, 횟집서 사와 되판 해산물이었다",김현주 기자,사회,0
세계일보,20240720,3,일행이 친 골프공에 30대女 영구실명…왜 캐디만 유죄? [사건 속으로],김수연 기자,사회,174
세계일보,20240720,4,"또 작심 폭로? 나경원 “제 것만 빼달라고 했나” 격앙, 한동훈 “네”…나, 동공지진 “날 모욕”",김경호 기자,정치,247
세계일보,20240720,5,전현희 “내 뺨 누가 때렸어?” [금주의 ‘눈살’],김기환 기자,정치,224
세계일보,20240720,6,‘쯔양 협박’ 연루 유튜버 카라큘라 영상 수십 개 지운 이유는? [사건수첩],김주영 기자,사회,62
세계일보,20240720,7,"“트럼프 물리 칠 것”…바이든, 대선후보 사퇴론 거듭 일축",김경호 기자,세계,247
세계일보,20240720,8,"‘싸이’ 과천 공연, 시작 1시간 안돼 중단…“관객 안전이 최우선”",김현주 기자,사회,0
세계일보,20240720,9,"“여보세요?” “…” 모르는 번호 전화, 절대 먼저 말하면 안 되는 이유",김수연 기자,사회,174
세계일보,20240720,10,‘김호중 술타기’ 속출… 사고 후 사라지는 음주 운전자들 [수민이가 고발해요],김기환 기자,사회,224
세계일보,20240721,1,"“185cm 허웅, 160cm 女 폭행·강간”…‘김호중 술타기 수법’ 성행 [금주의 사건사고]",김지호 기자,사회,179
세계일보,20240721,2,“이대로면 다들 군복 벗을 것” 군대 떠나는 군인들 ‘급증’ [박수찬의 軍],박수찬 기자,정치,81
세계일보,20240721,3,“나는 불행한데 남들은 행복해”… 대낮 서울 한복판 공포의 칼부림 [그해 오늘],양다훈 기자,사회,211
세계일보,20240721,4,“예쁘게 입으세요” 생일선물로 女 속옷 배달시킨 30대男…“몰래 축하해주고 싶었다”,김현주 기자,사회,0
세계일보,20240721,5,집안싸움된 연돈볼카츠 사태…전가협 “더본코리아가 점주단체 활동 방해”,김건호 기자,경제,82
세계일보,20240721,6,‘술타기’ 김호중 수법 안 통했다…음주사고 후 소주 2병 벌컥벌컥 결국 ‘유죄’,김경호 기자,사회,247
세계일보,20240721,7,하지 말란 건 다한 여고생 '킥라니'에 60대 부부 참변… '무쓸모' 된 PM 규제,안경준 기자,사회,87
세계일보,20240721,8,"“내 수박, 빗물에 다 잠겼네” 곡소리… 한 통 5만원 ‘수박 대란’ 또 오나? [수민이가 걱정해요]",김기환 기자,경제,224
세계일보,20240721,9,물 폭탄 쏟아지는데 태풍까지?…3호 ‘개미’ 발생 [날씨+],김기환 기자,생활,224
세계일보,20240721,10,"남친이랑 분위기 잡고 있었는데…“대변 눴냐” 일갈한 사장님, 왜?",이동준 기자,사회,137
세계일보,20240722,1,"“내 수박, 빗물에 다 잠겼네” 곡소리… 한 통 5만원 ‘수박 대란’ 또 오나? [수민이가 걱정해요]",김기환 기자,경제,224
세계일보,20240722,2,"국과수 ""브레이크 안 밟아""… 시청역 사고 운전자 ""급발진""",이정한 기자,사회,37
세계일보,20240722,3,지인이 해외서 가져온 비아그라 먹고 눈이 침침... 영구 시력저하 온다고? [건강+],정진수 기자,생활,43
세계일보,20240722,4,“실~례 실~례 합니다~” 코미디언 장두석 별세…향년 67세,이복진 기자,생활,89
세계일보,20240722,5,"‘바이든 사퇴하자마자’ 넝쿨째 굴러온 416억원… 美 민주, 해리스에 ‘희망’ 건다",김기환 기자,세계,224
세계일보,20240722,6,"‘시청역 역주행 사고’ 운전자, 국과수 결과에도…“급발진” 주장 고수",박윤희 기자,사회,294
세계일보,20240722,7,“이대로면 다들 군복 벗을 것” 군대 떠나는 군인들 ‘급증’ [박수찬의 軍],박수찬 기자,정치,81
세계일보,20240722,8,"‘해리스의 시간’이 왔다…미국 첫 여성대통령 도전, 카멀라 해리스는 누구?",김기환 기자,세계,224
세계일보,20240722,9,"“말년휴가였는데”…전동킥보드 타던 군인, 버스 치여 사망",강나윤 온라인 뉴스기자 kkang@segye.com,사회,0
세계일보,20240722,10,"바이든, 대선후보 사퇴하고 해리스 지지…美 대선구도 요동",박영준 기자,세계,57
세계일보,20240723,1,백화점 사과 한 개 15000원… 전통시장선 3개 묶음 1만원 [수민이가 화났어요],김기환 기자,경제,224
세계일보,20240723,2,"마당서 뛰던 몽골아이, 끓는 우유통에 ‘풍덩’… 국내 의료진 무상 치료로 회복",정진수 기자,사회,43
